ISO 639-3	ISO 639-2	ISO 639-1	Language Name
irh			Irarutu
iri			Irigwe
irk			Iraqw
irn			Irántxe
irr			Ir
iru			Irula
irx			Kamberau
iry			Iraya
isa			Isabi
isc			Isconahua
isd			Isnag
ise			Italian Sign Language
isg			Irish Sign Language
ish			Esan
isi			Nkem-Nkum
isk			Ishkashimi
isl	isl / ice* 	is	Icelandic
ism			Masimasi
isn			Isanzu
iso			Isoko
isr			Israeli Sign Language
ist			Istriot
isu			Isu (Menchum Division)
ita	ita	it	Italian
itb			Binongan Itneg
ite			Itene
iti			Inlaod Itneg
itk			Judeo-Italian
itl			Itelmen
itm			Itu Mbon Uzo
ito			Itonama
itr			Iteri
its			Isekiri
itt			Maeng Itneg
itv			Itawit
itw			Ito
itx			Itik
ity			Moyadan Itneg
itz			Itzá
ium			Iu Mien
ivb			Ibatan
ivv			Ivatan
iwk			I-Wak
iwm			Iwam
iwo			Iwur
iws			Sepik Iwam
ixc			Ixcatec
ixl			Ixil
iya			Iyayu
iyo			Mesaka
iyx			Yaka (Congo)
izh			Ingrian
izi			Izi-Ezaa-Ikwo-Mgbo
izr			Izere
jaa			Jamamadí
jab			Hyam
jac			Popti'
jad			Jahanka
jae			Yabem
jaf			Jara
jah			Jah Hut
jaj			Zazao
jak			Jakun
jal			Yalahatan
jam			Jamaican Creole English
jao			Yanyuwa
jaq			Yaqay
jar			Jarawa (Nigeria)
jas			New Caledonian Javanese
jat			Jakati
jau			Yaur
jav	jav	jv	Javanese
jax			Jambi Malay
jay			Yan-nhangu
jaz			Jawe
jbe			Judeo-Berber
jbj			Arandai
jbn			Nafusi
jbo	jbo		Lojban
jbr			Jofotek-Bromnya
jbt			Jabutí
jbu			Jukun Takum
jcs			Jamaican Country Sign Language
jct			Krymchak
jda			Jad
jdg			Jadgali
jdt			Judeo-Tat
jeb			Jebero
jee			Jerung
jeg			Jeng
jeh			Jeh
jei			Yei
jek			Jeri Kuo
jel			Yelmek
jen			Dza
jer			Jere
jet			Manem
jeu			Jonkor Bourmataguil
jgb			Ngbee
jge			Judeo-Georgian
jgo			Ngomba
jhi			Jehai
jhs			Jhankot Sign Language
jia			Jina
jib			Jibu
jic			Tol
jid			Bu
jie			Jilbe
jig			Djingili
jih			Shangzhai
jii			Jiiddu
jil			Jilim
jim			Jimi (Cameroon)
jio			Jiamao
jiq			Guanyinqiao
jit			Jita
jiu			Youle Jinuo
jiv			Shuar
jiy			Buyuan Jinuo
jko			Kubo
jku			Labir
jle			Ngile
jls			Jamaican Sign Language
jma			Dima
jmb			Zumbun
jmc			Machame
jmd			Yamdena
jmi			Jimi (Nigeria)
jml			Jumli
jmn			Makuri Naga
jmr			Kamara
jms			Mashi (Nigeria)
jmx			Western Juxtlahuaca Mixtec
jna			Jangshung
jnd			Jandavra
jng			Yangman
jni			Janji
jnj			Yemsa
jnl			Rawat
jns			Jaunsari
job			Joba
jod			Wojenaka
jor			Jorá
jos			Jordanian Sign Language
jow			Jowulu
jpa			Jewish Palestinian Aramaic
jpn	jpn	ja	Japanese
jpr	jpr		Judeo-Persian
jqr			Jaqaru
jra			Jarai
jrb	jrb		Judeo-Arabic
jrr			Jiru
jrt			Jorto
jru			Japrería
jsl			Japanese Sign Language
jua			Júma
jub			Wannu
juc			Jurchen
jud			Worodougou
juh			Hõne
juk			Wapan
jul			Jirel
jum			Jumjum
jun			Juang
juo			Jiba
jup			Hupdë
jur			Jurúna
jus			Jumla Sign Language
jut			Jutish
juu			Ju
juw			Wãpha
juy			Juray
jvd			Javindo
jvn			Caribbean Javanese
jwi			Jwira-Pepesa
jya			Jiarong
jye			Judeo-Yemeni Arabic
jyy			Jaya
kaa	kaa		Kara-Kalpak
kab	kab		Kabyle
kac	kac		Kachin
kad			Kadara
kae			Ketangalan
kaf			Katso
kag			Kajaman
kah			Kara (Central African Republic)
kai			Karekare
kaj			Jju
kak			Kayapa Kallahan
kal	kal	kl	Kalaallisut
kam	kam		Kamba (Kenya)
kan	kan	kn	Kannada
kao			Xaasongaxango
kap			Bezhta
kaq			Capanahua
kas	kas	ks	Kashmiri
kat	kat / geo* 	ka	Georgian
kau	kau	kr	Kanuri
kav			Katukína
kaw	kaw		Kawi
kax			Kao
kay			Kamayurá
kaz	kaz	kk	Kazakh
kba			Kalarko
kbb			Kaxuiâna
kbc			Kadiwéu
kbd	kbd		Kabardian
kbe			Kanju
kbf			Kakauhua
kbg			Khamba
kbh			Camsá
kbi			Kaptiau
kbj			Kari
kbk			Grass Koiari
kbl			Kanembu
kbm			Iwal
kbn			Kare (Central African Republic)
kbo			Keliko
kbp			Kabiyè
kbq			Kamano
kbr			Kafa
kbs			Kande
kbt			Abadi
kbu			Kabutra
kbv			Dera (Indonesia)
kbw			Kaiep
kbx			Ap Ma
kby			Manga Kanuri
kbz			Duhwa
kca			Khanty
kcb			Kawacha
kcc			Lubila
kcd			Ngkâlmpw Kanum
kce			Kaivi
kcf			Ukaan
kcg			Tyap
kch			Vono
kci			Kamantan
kcj			Kobiana
kck			Kalanga
kcl			Kela (Papua New Guinea)
kcm			Gula (Central African Republic)
kcn			Nubi
kco			Kinalakna
kcp			Kanga
kcq			Kamo
kcr			Katla
kcs			Koenoem
kct			Kaian
kcu			Kami (Tanzania)
kcv			Kete
kcw			Kabwari
kcx			Kachama-Ganjule
kcy			Korandje
kcz			Konongo
kda			Worimi
kdc			Kutu
kdd			Yankunytjatjara
kde			Makonde
kdf			Mamusi
kdg			Seba
kdh			Tem
kdi			Kumam
kdj			Karamojong
kdk			Numee
kdl			Tsikimba
kdm			Kagoma
kdn			Kunda
kdp			Kaningdon-Nindem
kdq			Koch
kdr			Karaim
kdt			Kuy
kdu			Kadaru
kdv			Kado
kdw			Koneraw
kdx			Kam
kdy			Keder
kdz			Kwaja
kea			Kabuverdianu
keb			Kélé
kec			Keiga
ked			Kerewe
kee			Eastern Keres
kef			Kpessi
keg			Tese
keh			Keak
kei			Kei
kej			Kadar
kek			Kekchí
kel			Kela (Democratic Republic of Congo)
kem			Kemak
ken			Kenyang
keo			Kakwa
kep			Kaikadi
keq			Kamar
ker			Kera
kes			Kugbo
ket			Ket
keu			Akebu
kev			Kanikkaran
kew			West Kewa
kex			Kukna
key			Kupia
kez			Kukele
kfa			Kodava
kfb			Northwestern Kolami
kfc			Konda-Dora
kfd			Korra Koraga
kfe			Kota (India)
kff			Koya
kfg			Kudiya
kfh			Kurichiya
kfi			Kannada Kurumba
kfj			Kemiehua
kfk			Kinnauri
kfl			Kung
kfm			Khunsari
kfn			Kuk
kfo			Koro (Côte d'Ivoire)
kfp			Korwa
kfq			Korku
kfr			Kachchi
kfs			Bilaspuri
kft			Kanjari
kfu			Katkari
kfv			Kurmukar
kfw			Kharam Naga
kfx			Kullu Pahari
kfy			Kumaoni
kfz			Koromfé
kga			Koyaga
kgb			Kawe
kgc			Kasseng
kgd			Kataang
kge			Komering
kgf			Kube
kgg			Kusunda
kgh			Upper Tanudan Kalinga
kgi			Selangor Sign Language
kgj			Gamale Kham
kgk			Kaiwá
kgl			Kunggari
kgm			Karipúna
kgn			Karingani
kgo			Krongo
kgp			Kaingang
kgq			Kamoro
kgr			Abun
kgs			Kumbainggar
kgt			Somyev
kgu			Kobol
kgv			Karas
kgw			Karon Dori
kgx			Kamaru
kgy			Kyerung
kha	kha		Khasi
khb			Lü
khc			Tukang Besi North
khd			Bädi Kanum
khe			Korowai
khf			Khuen
khg			Khams Tibetan
khh			Kehu
khj			Kuturmi
khk			Halh Mongolian
khl			Lusi
khm	khm	km	Central Khmer
khn			Khandesi
kho	kho		Khotanese
khp			Kapori
khq			Koyra Chiini Songhay
khr			Kharia
khs			Kasua
kht			Khamti
khu			Nkhumbi
khv			Khvarshi
khw			Khowar
khx			Kanu
khy			Kele (Democratic Republic of Congo)
khz			Keapara
kia			Kim
kib			Koalib
kic			Kickapoo
kid			Koshin
kie			Kibet
kif			Eastern Parbate Kham
kig			Kimaama
kih			Kilmeri
kii			Kitsai
kij			Kilivila
kik	kik	ki	Kikuyu
kil			Kariya
kim			Karagas
kin	kin	rw	Kinyarwanda
kio			Kiowa
kip			Sheshi Kham
kiq			Kosadle
kir	kir	ky	Kirghiz
kis			Kis
kit			Agob
kiu			Kirmanjki (individual language)
kiv			Kimbu
kiw			Northeast Kiwai
kix			Khiamniungan Naga
kiy			Kirikiri
kiz			Kisi
kja			Mlap
kjb			Q'anjob'al
kjc			Coastal Konjo
kjd			Southern Kiwai
kje			Kisar
kjf			Khalaj
kjg			Khmu
kjh			Khakas
kji			Zabana
kjj			Khinalugh
kjk			Highland Konjo
kjl			Western Parbate Kham
kjm			Kháng
kjn			Kunjen
kjo			Harijan Kinnauri
kjp			Pwo Eastern Karen
kjq			Western Keres
kjr			Kurudu
kjs			East Kewa
kjt			Phrae Pwo Karen
kju			Kashaya
kjx			Ramopa
kjy			Erave
kjz			Bumthangkha
kka			Kakanda
kkb			Kwerisa
kkc			Odoodee
kkd			Kinuku
kke			Kakabe
kkf			Kalaktang Monpa
kkg			Mabaka Valley Kalinga
kkh			Khün
kki			Kagulu
kkj			Kako
kkk			Kokota
kkl			Kosarek Yale
kkm			Kiong
kkn			Kon Keu
kko			Karko
kkp			Gugubera
kkq			Kaiku
kkr			Kir-Balar
kks			Giiwo
kkt			Koi
kku			Tumi
kkv			Kangean
kkw			Teke-Kukuya
kkx			Kohin
kky			Guguyimidjir
kkz			Kaska
kla			Klamath-Modoc
klb			Kiliwa
klc			Kolbila
kld			Gamilaraay
kle			Kulung (Nepal)
klf			Kendeje
klg			Tagakaulo
klh			Weliki
kli			Kalumpang
klj			Turkic Khalaj
klk			Kono (Nigeria)
kll			Kagan Kalagan
klm			Migum
kln			Kalenjin
klo			Kapya
klp			Kamasa
klq			Rumu
klr			Khaling
kls			Kalasha
klt			Nukna
klu			Klao
klv			Maskelynes
klw			Lindu
klx			Koluwawa
kly			Kalao
klz			Kabola
kma			Konni
kmb	kmb		Kimbundu
kmc			Southern Dong
kmd			Majukayang Kalinga
kme			Bakole
kmf			Kare (Papua New Guinea)
kmg			Kâte
kmh			Kalam
kmi			Kami (Nigeria)
kmj			Kumarbhag Paharia
kmk			Limos Kalinga
kml			Lower Tanudan Kalinga
kmm			Kom (India)
kmn			Awtuw
kmo			Kwoma
kmp			Gimme
kmq			Kwama
kmr			Northern Kurdish
kms			Kamasau
kmt			Kemtuik
kmu			Kanite
kmv			Karipúna Creole French
kmw			Komo (Democratic Republic of Congo)
kmx			Waboda
kmy			Koma
kmz			Khorasani Turkish
kna			Dera (Nigeria)
knb			Lubuagan Kalinga
knc			Central Kanuri
knd			Konda
kne			Kankanaey
knf			Mankanya
kng			Koongo
kni			Kanufi
knj			Western Kanjobal
knk			Kuranko
knl			Keninjal
knm			Kanamarí
knn			Konkani (individual language)
kno			Kono (Sierra Leone)
knp			Kwanja
knq			Kintaq
knr			Kaningra
kns			Kensiu
knt			Panoan Katukína
knu			Kono (Guinea)
knv			Tabo
knw			Kung-Ekoka
knx			Kendayan
kny			Kanyok
knz			Kalamsé
koa			Konomala
koc			Kpati
kod			Kodi
koe			Kacipo-Balesi
kof			Kubi
kog			Cogui
koh			Koyo
koi			Komi-Permyak
koj			Sara Dunjo
kok	kok		Konkani (macrolanguage)
kol			Kol (Papua New Guinea)
kom	kom	kv	Komi
kon	kon	kg	Kongo
koo			Konzo
kop			Kwato
koq			Kota (Gabon)
kor	kor	ko	Korean
kos	kos		Kosraean
kot			Lagwan
kou			Koke
kov			Kudu-Camo
kow			Kugama
kox			Coxima
koy			Koyukon
koz			Korak
kpa			Kutto
kpb			Mullu Kurumba
kpc			Curripaco
kpd			Koba
kpe	kpe		Kpelle
kpf			Komba
kpg			Kapingamarangi
kph			Kplang
kpi			Kofei
kpj			Karajá
kpk			Kpan
kpl			Kpala
kpm			Koho
kpn			Kepkiriwát
kpo			Ikposo
kpp			Paku Karen
kpq			Korupun-Sela
kpr			Korafe-Yegha
kps			Tehit
kpt			Karata
kpu			Kafoa
kpv			Komi-Zyrian
kpw			Kobon
kpx			Mountain Koiali
kpy			Koryak
kpz			Kupsabiny
kqa			Mum
kqb			Kovai
kqc			Doromu-Koki
kqd			Koy Sanjaq Surat
kqe			Kalagan
kqf			Kakabai
kqg			Khe
kqh			Kisankasa
kqi			Koitabu
kqj			Koromira
kqk			Kotafon Gbe
kql			Kyenele
kqm			Khisa
kqn			Kaonde
kqo			Eastern Krahn
kqp			Kimré
kqq			Krenak
kqr			Kimaragang
kqs			Northern Kissi
kqt			Klias River Kadazan
kqu			Seroa
kqv			Okolod
kqw			Kandas
kqx			Mser
kqy			Koorete
kqz			Korana
kra			Kumhali
krb			Karkin
krc	krc		Karachay-Balkar
krd			Kairui-Midiki
kre			Panará
krf			Koro (Vanuatu)
krh			Kurama
kri			Krio
krj			Kinaray-A
krk			Kerek
krl	krl		Karelian
krm			Krim
krn			Sapo
krp			Korop
krr			Kru'ng 2
krs			Gbaya (Sudan)
krt			Tumari Kanuri
kru	kru		Kurukh
krv			Kavet
krw			Western Krahn
krx			Karon
kry			Kryts
krz			Sota Kanum
ksa			Shuwa-Zamani
ksb			Shambala
ksc			Southern Kalinga
ksd			Kuanua
kse			Kuni
ksf			Bafia
ksg			Kusaghe
ksh			Kölsch
ksi			Krisa
ksj			Uare
ksk			Kansa
ksl			Kumalu
ksm			Kumba
ksn			Kasiguranin
kso			Kofa
ksp			Kaba
ksq			Kwaami
ksr			Borong
kss			Southern Kisi
kst			Winyé
ksu			Khamyang
ksv			Kusu
ksw			S'gaw Karen
ksx			Kedang
ksy			Kharia Thar
ksz			Kodaku
kta			Katua
ktb			Kambaata
ktc			Kholok
ktd			Kokata
kte			Nubri
ktf			Kwami
ktg			Kalkutung
kth			Karanga
kti			North Muyu
ktj			Plapo Krumen
ktk			Kaniet
ktl			Koroshi
ktm			Kurti
ktn			Karitiâna
kto			Kuot
ktp			Kaduo
ktq			Katabaga
ktr			Kota Marudu Tinagas
kts			South Muyu
ktt			Ketum
ktu			Kituba (Democratic Republic of Congo)
ktv			Eastern Katu
ktw			Kato
ktx			Kaxararí
kty			Kango (Bas-Uélé District)
ktz			Ju/'hoan
kua	kua	kj	Kuanyama
kub			Kutep
kuc			Kwinsu
kud			'Auhelawa
kue			Kuman
kuf			Western Katu
kug			Kupa
kuh			Kushi
kui			Kuikúro-Kalapálo
kuj			Kuria
kuk			Kepo'
kul			Kulere
kum	kum		Kumyk
kun			Kunama
kuo			Kumukio
kup			Kunimaipa
kuq			Karipuna
kur	kur	ku	Kurdish
kus			Kusaal
kut	kut		Kutenai
kuu			Upper Kuskokwim
kuv			Kur
kuw			Kpagua
kux			Kukatja
kuy			Kuuku-Ya'u
kuz			Kunza
kva			Bagvalal
kvb			Kubu
kvc			Kove
kvd			Kui (Indonesia)
kve			Kalabakan
kvf			Kabalai
kvg			Kuni-Boazi
kvh			Komodo
kvi			Kwang
kvj			Psikye
kvk			Korean Sign Language
kvl			Brek Karen
kvm			Kendem
kvn			Border Kuna
kvo			Dobel
kvp			Kompane
kvq			Geba Karen
kvr			Kerinci
kvs			Kunggara
kvt			Lahta Karen
kvu			Yinbaw Karen
kvv			Kola
kvw			Wersing
kvx			Parkari Koli
kvy			Yintale Karen
kvz			Tsakwambo
kwa			Dâw
kwb			Kwa
kwc			Likwala
kwd			Kwaio
kwe			Kwerba
kwf			Kwara'ae
kwg			Sara Kaba Deme
kwh			Kowiai
kwi			Awa-Cuaiquer
kwj			Kwanga
kwk			Kwakiutl
kwl			Kofyar
kwm			Kwambi
kwn			Kwangali
kwo			Kwomtari
kwp			Kodia
kwq			Kwak
kwr			Kwer
kws			Kwese
kwt			Kwesten
kwu			Kwakum
kwv			Sara Kaba Náà
kww			Kwinti
kwx			Khirwar
kwy			San Salvador Kongo
kwz			Kwadi
kxa			Kairiru
kxb			Krobu
kxc			Konso
kxd			Brunei
kxe			Kakihum
kxf			Manumanaw Karen
kxh			Karo (Ethiopia)
kxi			Keningau Murut
kxj			Kulfa
kxk			Zayein Karen
kxl			Nepali Kurux
kxm			Northern Khmer
kxn			Kanowit-Tanjong Melanau
kxo			Kanoé
kxp			Wadiyara Koli
kxq			Smärky Kanum
kxr			Koro (Papua New Guinea)
kxs			Kangjia
kxt			Koiwat
kxu			Kui (India)
kxv			Kuvi
kxw			Konai
kxx			Likuba
kxy			Kayong
kxz			Kerewo
kya			Kwaya
kyb			Butbut Kalinga
kyc			Kyaka
kyd			Karey
kye			Krache
kyf			Kouya
kyg			Keyagana
kyh			Karok
kyi			Kiput
kyj			Karao
kyk			Kamayo
kyl			Kalapuya
kym			Kpatili
kyn			Northern Binukidnon
kyo			Kelon
kyp			Kang
kyq			Kenga
kyr			Kuruáya
kys			Baram Kayan
kyt			Kayagar
kyu			Western Kayah
kyv			Kayort
kyw			Kudmali
kyx			Rapoisi
kyy			Kambaira
kyz			Kayabí
kza			Western Karaboro
kzb			Kaibobo
kzc			Bondoukou Kulango
kzd			Kadai
kze			Kosena
kzf			Da'a Kaili
kzg			Kikai
kzh			Kenuzi-Dongola
kzi			Kelabit
kzj			Coastal Kadazan
kzk			Kazukuru
kzl			Kayeli
kzm			Kais
kzn			Kokola
kzo			Kaningi
kzp			Kaidipang
kzq			Kaike
kzr			Karang
kzs			Sugut Dusun
kzt			Tambunan Dusun
kzu			Kayupulau
kzv			Komyandaret
kzw			Karirí-Xocó
kzx			Kamarian
kzy			Kango (Tshopo District)
kzz			Kalabra
laa			Southern Subanen
lab			Linear A
lac			Lacandon
lad	lad		Ladino
lae			Pattani
laf			Lafofa
lag			Langi
lah	lah		Lahnda
lai			Lambya
laj			Lango (Uganda)
lak			Laka (Nigeria)
lal			Lalia
lam	lam		Lamba
lan			Laru
lao	lao	lo	Lao
lap			Laka (Chad)
laq			Qabiao
lar			Larteh
las			Lama (Togo)
lat	lat	la	Latin
lau			Laba
lav	lav	lv	Latvian
law			Lauje
lax			Tiwa
lay			Lama (Myanmar)
laz			Aribwatsa
lba			Lui
lbb			Label
lbc			Lakkia
lbe			Lak
lbf			Tinani
lbg			Laopang
lbi			La'bi
lbj			Ladakhi
lbk			Central Bontok
lbl			Libon Bikol
lbm			Lodhi
lbn			Lamet
lbo			Laven
lbq			Wampar
lbr			Northern Lorung
lbs			Libyan Sign Language
lbt			Lachi
lbu			Labu
lbv			Lavatbura-Lamusong
lbw			Tolaki
lbx			Lawangan
lby			Lamu-Lamu
lbz			Lardil
lcc			Legenyem
lcd			Lola
lce			Loncong
lcf			Lubu
lch			Luchazi
lcl			Lisela
lcm			Tungag
lcp			Western Lawa
lcq			Luhu
lcs			Lisabata-Nuniali
ldb			Idun
ldd			Luri
ldg			Lenyima
ldh			Lamja-Dengsa-Tola
ldi			Laari
ldj			Lemoro
ldk			Leelau
ldl			Kaan
ldm			Landoma
ldn			Láadan
ldo			Loo
ldp			Tso
ldq			Lufu
lea			Lega-Shabunda
leb			Lala-Bisa
lec			Leco
led			Lendu
lee			Lyélé
lef			Lelemi
leg			Lengua
leh			Lenje
lei			Lemio
lej			Lengola
lek			Leipon
lel			Lele (Democratic Republic of Congo)
lem			Nomaande
len			Lenca
leo			Leti (Cameroon)
lep			Lepcha
leq			Lembena
ler			Lenkau
les			Lese
let			Lesing-Gelimi
leu			Kara (Papua New Guinea)
lev			Lamma
lew			Ledo Kaili
lex			Luang
ley			Lemolang
lez	lez		Lezghian
lfa			Lefa
lfn			Lingua Franca Nova
lga			Lungga
lgb			Laghu
lgg			Lugbara
lgh			Laghuu
lgi			Lengilu
lgk			Lingarak
lgl			Wala
lgm			Lega-Mwenga
lgn			Opuuo
lgq			Logba
lgr			Lengo
lgt			Pahi
lgu			Longgu
lgz			Ligenza
lha			Laha (Viet Nam)
lhh			Laha (Indonesia)
lhi			Lahu Shi
lhl			Lahul Lohar
lhm			Lhomi
lhn			Lahanan
lhp			Lhokpu
lhs			Mlahsö
lht			Lo-Toga
lhu			Lahu
lia			West-Central Limba
lib			Likum
lic			Hlai
lid			Nyindrou
lie			Likila
lif			Limbu
lig			Ligbi
lih			Lihir
lii			Lingkhim
lij			Ligurian
lik			Lika
lil			Lillooet
lim	lim	li	Limburgan
lin	lin	ln	Lingala
lio			Liki
lip			Sekpele
liq			Libido
lir			Liberian English
lis			Lisu
lit	lit	lt	Lithuanian
liu			Logorik
liv			Liv
liw			Col
lix			Liabuku
liy			Banda-Bambari
liz			Libinza
lje			Rampi
lji			Laiyolo
ljl			Li'o
ljp			Lampung Api
lka			Lakalei
lkb			Kabras
lkc			Kucong
lkd			Lakondê
lke			Kenyi
lkh			Lakha
lki			Laki
lkj			Remun
lkl			Laeko-Libuat
lkn			Lakon
lko			Khayo
lkr			Päri
lks			Kisa
lkt			Lakota
lky			Lokoya
lla			Lala-Roba
llb			Lolo
llc			Lele (Guinea)
lld			Ladin
lle			Lele (Papua New Guinea)
llf			Hermit
llg			Lole
llh			Lamu
lli			Teke-Laali
llk			Lelak
lll			Lilau
llm			Lasalimu
lln			Lele (Chad)
llo			Khlor
llp			North Efate
llq			Lolak
lls			Lithuanian Sign Language
llu			Lau
llx			Lauan
lma			East Limba
lmb			Merei
lmc			Limilngan
lmd			Lumun
lme			Pévé
lmf			South Lembata
lmg			Lamogai
lmh			Lambichhong
lmi			Lombi
lmj			West Lembata
lmk			Lamkang
lml			Hano
lmm			Lamam
lmn			Lambadi
lmo			Lombard
lmp			Limbum
lmq			Lamatuka
lmr			Lamalera
lmu			Lamenu
lmv			Lomaiviti
lmw			Lake Miwok
lmx			Laimbue
lmy			Lamboya
lmz			Lumbee
lna			Langbashe
lnb			Mbalanhu
lnd			Lundayeh
lng			Langobardic
lnh			Lanoh
lni			Daantanai'
lnj			Leningitij
lnl			South Central Banda
lnm			Langam
lnn			Lorediakarkar
lno			Lango (Sudan)
lns			Lamnso'
lnu			Longuda
lnz			Lonzo
loa			Loloda
lob			Lobi
loc			Inonhan
loe			Saluan
lof			Logol
log			Logo
loh			Narim
loi			Loma (Côte d'Ivoire)
loj			Lou
lok			Loko
lol	lol		Mongo
lom			Loma (Liberia)
lon			Malawi Lomwe
loo			Lombo
lop			Lopa
loq			Lobala
lor			Téén
los			Loniu
lot			Otuho
lou			Louisiana Creole French
lov			Lopi
low			Tampias Lobu
lox			Loun
loy			Lowa
loz	loz		Lozi
lpa			Lelepa
lpe			Lepki
lpn			Long Phuri Naga
lpo			Lipo
lpx			Lopit
lra			Rara Bakati'
lrc			Northern Luri
lre			Laurentian
lrg			Laragia
lri			Marachi
lrk			Loarki
lrl			Lari
lrm			Marama
lrn			Lorang
lro			Laro
lrr			Southern Lorung
lrt			Larantuka Malay
lrv			Larevat
lrz			Lemerig
lsa			Lasgerdi
lsd			Lishana Deni
lse			Lusengo
lsg			Lyons Sign Language
lsh			Lish
lsi			Lashi
lsl			Latvian Sign Language
lsm			Saamia
lso			Laos Sign Language
lsp			Panamanian Sign Language
lsr			Aruop
lss			Lasi
lst			Trinidad and Tobago Sign Language
lsy			Mauritian Sign Language
ltc			Late Middle Chinese
ltg			Latgalian
lti			Leti (Indonesia)
ltn			Latundê
lto			Tsotso
lts			Tachoni
ltu			Latu
ltz	ltz	lb	Luxembourgish
lua	lua		Luba-Lulua
lub	lub	lu	Luba-Katanga
luc			Aringa
lud			Ludian
lue			Luvale
luf			Laua
lug	lug	lg	Ganda
lui	lui		Luiseno
luj			Luna
luk			Lunanakha
lul			Olu'bo
lum			Luimbi
lun	lun		Lunda
luo	luo		Luo (Kenya and Tanzania)
lup			Lumbu
luq			Lucumi
lur			Laura
lus	lus		Lushai
lut			Lushootseed
luu			Lumba-Yakkha
luv			Luwati
luw			Luo (Cameroon)
luy			Luyia
luz			Southern Luri
lva			Maku'a
lvk			Lavukaleve
lvs			Standard Latvian
lvu			Levuka
lwa			Lwalu
lwe			Lewo Eleng
lwg			Wanga
lwh			White Lachi
lwl			Eastern Lawa
lwm			Laomian
lwo			Luwo
lwt			Lewotobi
lww			Lewo
lya			Layakha
lyg			Lyngngam
lyn			Luyana
lzh			Literary Chinese
lzl			Litzlitz
lzn			Leinong Naga
lzz			Laz
maa			San Jerónimo Tecóatl Mazatec
mab			Yutanduchi Mixtec
mad	mad		Madurese
mae			Bo-Rukul
maf			Mafa
mag	mag		Magahi
mah	mah	mh	Marshallese
mai	mai		Maithili
maj			Jalapa De Díaz Mazatec
mak	mak		Makasar
mal	mal	ml	Malayalam
mam			Mam
man	man		Mandingo
maq			Chiquihuitlán Mazatec
mar	mar	mr	Marathi
mas	mas		Masai
mat			San Francisco Matlatzinca
mau			Huautla Mazatec
mav			Sateré-Mawé
maw			Mampruli
max			North Moluccan Malay
maz			Central Mazahua
mba			Higaonon
mbb			Western Bukidnon Manobo
mbc			Macushi
mbd			Dibabawon Manobo
mbe			Molale
mbf			Baba Malay
mbh			Mangseng
mbi			Ilianen Manobo
mbj			Nadëb
mbk			Malol
mbl			Maxakalí
mbm			Ombamba
mbn			Macaguán
mbo			Mbo (Cameroon)
mbp			Malayo
mbq			Maisin
mbr			Nukak Makú
mbs			Sarangani Manobo
mbt			Matigsalug Manobo
mbu			Mbula-Bwazza
mbv			Mbulungish
mbw			Maring
mbx			Mari (East Sepik Province)
mby			Memoni
mbz			Amoltepec Mixtec
mca			Maca
mcb			Machiguenga
mcc			Bitur
mcd			Sharanahua
mce			Itundujia Mixtec
mcf			Matsés
mcg			Mapoyo
mch			Maquiritari
mci			Mese
mcj			Mvanip
mck			Mbunda
mcl			Macaguaje
mcm			Malaccan Creole Portuguese
mcn			Masana
mco			Coatlán Mixe
mcp			Makaa
mcq			Ese
mcr			Menya
mcs			Mambai
mct			Mengisa
mcu			Cameroon Mambila
mcv			Minanibai
mcw			Mawa (Chad)
mcx			Mpiemo
mcy			South Watut
mcz			Mawan
mda			Mada (Nigeria)
mdb			Morigi
mdc			Male (Papua New Guinea)
mdd			Mbum
mde			Maba (Chad)
mdf	mdf		Moksha
mdg			Massalat
mdh			Maguindanaon
mdi			Mamvu
mdj			Mangbetu
mdk			Mangbutu
mdl			Maltese Sign Language
mdm			Mayogo
mdn			Mbati
mdp			Mbala
mdq			Mbole
mdr	mdr		Mandar
mds			Maria (Papua New Guinea)
mdt			Mbere
mdu			Mboko
mdv			Santa Lucía Monteverde Mixtec
mdw			Mbosi
mdx			Dizin
mdy			Male (Ethiopia)
mdz			Suruí Do Pará
mea			Menka
meb			Ikobi-Mena
mec			Mara
med			Melpa
mee			Mengen
mef			Megam
meg			Mea
meh			Southwestern Tlaxiaco Mixtec
mei			Midob
mej			Meyah
mek			Mekeo
mel			Central Melanau
mem			Mangala
men	men		Mende (Sierra Leone)
meo			Kedah Malay
mep			Miriwung
meq			Merey
mer			Meru
mes			Masmaje
met			Mato
meu			Motu
mev			Mann
mew			Maaka
mey			Hassaniyya
mez			Menominee
mfa			Pattani Malay
mfb			Bangka
mfc			Mba
mfd			Mendankwe-Nkwen
mfe			Morisyen
mff			Naki
mfg			Mixifore
mfh			Matal
mfi			Wandala
mfj			Mefele
mfk			North Mofu
mfl			Putai
mfm			Marghi South
mfn			Cross River Mbembe
mfo			Mbe
mfp			Makassar Malay
mfq			Moba
mfr			Marithiel
mfs			Mexican Sign Language
mft			Mokerang
mfu			Mbwela
mfv			Mandjak
mfw			Mulaha
mfx			Melo
mfy			Mayo
mfz			Mabaan
mga	mga		Middle Irish (900-1200)
mgb			Mararit
mgc			Morokodo
mgd			Moru
mge			Mango
mgf			Maklew
mgg			Mpongmpong
mgh			Makhuwa-Meetto
mgi			Lijili
mgj			Abureni
mgk			Mawes
mgl			Maleu-Kilenge
mgm			Mambae
mgn			Mbangi
mgo			Meta'
mgp			Eastern Magar
mgq			Malila
mgr			Mambwe-Lungu
