word1,word2,mean,sub1,sub2,sub3,sub4,sub5
映し出す,示す,7.2,6,8,8,7,7
円熟した,熟成した,7,7,9,3,9,7
回避する,取り除く,5.6,5,9,5,7,2
懐妊する,はらむ,8.8,8,8,10,9,9
開示する,提示する,7.6,6,9,7,8,8
拡充した,広げた,8.8,7,9,10,9,9
拡充した,拡張した,8.4,8,9,10,9,6
拡充した,発展した,6.2,7,8,7,6,3
拡充した,拡大した,7.8,7,9,9,8,6
拡充する,拡張する,8.6,8,9,10,9,7
拡張した,増やした,7.4,7,9,9,8,4
拡張して,広げて,8.6,7,9,10,9,8
患う,害している,6.2,7,9,5,7,3
感じられて,あって,3.8,2,7,6,1,3
緩めた,弱めた,6.6,7,9,7,6,4
緩やかにした,弱めた,7.2,7,8,8,6,7
緩和させる,ほころばせる,5.4,7,8,6,3,3
記帳された,掲載された,6.8,5,9,8,6,6
記入される,書かれる,9,8,9,10,9,9
記名した,載った,6.4,5,9,8,6,4
記名した,表示した,6.8,5,9,9,7,4
偽装した,演じた,6.6,6,8,9,7,3
議論した,検討した,8,5,9,9,7,10
議論する,話し合う,8.4,7,9,8,8,10
狂った,乱れた,6.8,6,7,10,4,7
敬遠する,無視する,7.2,6,8,9,7,6
敬遠する,排除する,5.8,5,7,6,7,4
欠く,取り除く,6,6,8,6,7,3
決まる,合う,5.8,6,9,5,4,5
結んだ,着用した,5.8,4,8,7,6,4
喧嘩をする,もめる,8.4,8,8,9,9,8
喧嘩をする,争う,9,8,9,10,9,9
喧嘩をする,決まらない,4.8,4,8,3,6,3
肩に乗せた,抱えた,5.2,6,8,5,5,2
見える,生きる,2.6,0,7,2,1,3
見るからに,どう見ても,8.6,9,9,10,6,9
言った,伝えた,7.8,6,9,10,8,6
戸惑う,躊躇する,6.2,8,9,9,2,3
口にした,言った,9,8,9,10,9,9
広げた,入れた,4,3,8,6,0,3
荒れる,争う,6.6,5,9,8,7,4
合致する,合う,9,8,9,10,9,9
合致する,一致する,9.4,9,9,10,9,10
告げた,称した,6.2,6,8,6,8,3
告げて,称した,7.6,6,9,8,8,7
困惑する,戸惑う,8.6,8,8,10,8,9
懇願する,お願いする,8.6,7,8,10,9,9
採られた,捕まった,7.8,7,8,8,8,8
採取された,捕まえた,6.8,7,8,3,8,8
採集された,取らされた,6,5,8,5,8,4
採集された,捕まえた,6.4,6,8,2,8,8
採集した,栽培した,3.4,5,5,5,0,2
載った,記述された,7.8,6,9,9,7,8
作用する,一致する,1.8,0,7,0,0,2
作用する,決まる,1.2,2,0,2,0,2
指ではさんだ,掴んだ,6,6,2,8,7,7
指で持った,掴んだ,7.2,6,4,9,9,8
指で持った,はさんだ,7,7,5,8,8,7
指揮する,引っ張る,4.4,7,2,7,6,0
指示した,指揮した,5.8,6,6,8,7,2
似合った,合った,6,6,5,8,7,4
持ち上がった,発覚した,3.8,6,0,6,5,2
持ち上げた,背負った,4.4,5,5,6,3,3
持ち上げた,持った,7,6,6,5,9,9
持ち上げた,担いだ,6,6,6,7,4,7
持っている,隠している,2,5,0,3,0,2
示した,現れた,3.2,5,4,4,2,1
辞退する,後退する,2.6,4,5,3,0,1
湿度があった,しめっていた,6.6,7,4,7,8,7
湿度があった,しっとりしていた,6,7,4,6,7,6
疾駆した,ダッシュした,7.4,8,6,7,8,8
取りいれて,合わせて,5,6,5,4,5,5
取りざたされた,上がった,3.4,5,0,6,2,4
取り合わせた,配置した,4,6,3,6,1,4
取り出す,採る,3.4,6,0,2,5,4
取り繕った,偽った,5.8,7,2,7,6,7
手繰る,行く,1.8,5,0,3,0,1
受諾した,認めた,4.4,7,6,3,1,5
授かる,はらむ,7.2,7,8,8,6,7
収集された,採集された,7.2,7,6,9,8,6
収集された,取らされた,4.8,5,4,6,7,2
収集した,調査した,4.6,5,6,2,3,7
充実した,拡大した,3,4,2,3,0,6
熟した,完成した,5.4,6,5,8,2,6
熟した,育ちきった,7.8,8,7,9,7,8
出して見せる,剥き出す,5.6,7,3,6,7,5
出ている,見えている,6.4,7,5,7,6,7
出る,見える,5.2,6,4,4,6,6
出る,見られる,4,4,3,3,5,5
処方した,与えた,5.6,5,4,6,7,6
書かれた,表示された,6.2,6,5,8,6,6
除外した,敬遠した,3.8,5,5,2,6,1
除外した,やめさせた,4,6,4,2,1,7
除外する,無視する,5.2,6,6,3,5,6
勝負した,挑戦した,7,6,6,7,8,8
昇天した,逝った,8.6,8,8,8,9,10
昇天した,死去した,8.6,8,8,8,9,10
消える,なくす,6.8,7,5,7,8,7
消える,去る,6.2,7,6,6,7,5
消失した,喪失した,6,6,6,5,7,6
笑った,にっこりした,8,7,7,9,8,9
上がった,登場した,5.6,6,2,6,7,7
上がった,取り沙汰された,4.8,6,2,6,4,6
上がった,出現した,4.4,5,2,6,3,6
上に行く,勝る,5.8,6,5,7,6,5
常備される,いつもいる,4.6,5,2,8,4,4
常備される,常駐される,4.4,5,2,6,5,4
飾った,使った,1.6,5,0,3,0,0
飾れた,合わせた,2.6,5,0,3,0,5
拭った,消し去った,4.2,6,2,4,5,4
拭った,消した,5.4,6,2,8,6,5
拭った,除いた,4.8,5,2,7,6,4
蝕まれた,弱めた,3,6,0,3,3,3
尻込みする,迷う,4.8,6,3,5,6,4
尻込みする,困る,2.8,5,3,3,2,1
伸張する,広げる,7,8,5,7,7,8
信仰した,信じした,7.2,7,8,8,7,6
信奉した,信じた,7.8,8,8,8,8,7
心に持った,持った,5,6,6,3,6,4
真似る,見せかける,5.6,6,4,6,6,6
真似をする,偽る,5.6,6,4,6,6,6
尽きる,止む,5.4,6,5,7,4,5
制御する,操縦する,5.4,6,5,5,5,6
成熟した,発展した,5.8,7,6,8,5,3
成熟した,しっかりした,6.2,7,5,8,6,5
成長した,しっかりした,5.8,6,5,6,6,6
絶滅した,消失した,6.2,6,5,6,7,7
戦った,臨んだ,6.2,5,6,5,7,8
戦った,挑んだ,7,6,6,7,8,8
潜めた,持つ,1,2,0,3,0,0
繕った,偽った,5.4,6,5,6,3,7
喪失した,無くなった,7.4,7,6,8,7,9
掃討した,排斥した,6.2,5,6,8,5,7
掃討した,撤退させた,6.4,6,5,8,6,7
挿入した,引用した,3.2,5,4,2,0,5
挿入した,使用した,3.6,5,2,2,3,6
走行した,走った,8.4,8,8,9,9,8
他界した,亡くした,8.6,8,8,9,8,10
妥協する,迎合する,5.2,7,6,3,7,3
妥協せず,流されず,8.2,8,8,8,8,9
待ちきれない,我慢できない,6.2,7,5,4,7,8
担いだ,持った,6.2,6,5,7,6,7
担いだ,載せた,4.8,6,3,3,5,7
探し求める,遡る,3.6,6,0,7,0,5
着飾った,装った,6.4,7,7,6,6,6
駐在する,常務する,5.6,6,6,8,0,8
調べた,たどった,4.8,6,4,6,2,6
調査した,採取した,4,5,5,6,2,2
調査した,取った,2,5,0,3,1,1
調剤した,出した,3.8,5,5,4,2,3
掴んだ,挟んだ,6,6,5,4,6,9
提示された,書いた,3.6,5,4,7,0,2
諦めた,譲歩した,5.6,6,5,4,5,8
諦めた,妥協した,6,6,6,6,6,6
撤回する,退却する,3,5,5,3,0,2
撤回する,撤退する,3.2,5,5,4,0,2
撤収する,退く,7.4,6,6,7,8,10
添えた,付け足した,6.8,7,6,7,7,7
添えた,交えた,4.4,6,2,4,6,4
添えた,使った,1.6,4,0,3,0,1
添付した,交えた,3.2,5,2,3,6,0
途切れた,なくなった,6.8,6,6,8,6,8
途絶える,いなくなる,6.2,5,6,7,7,6
途方にくれた,当惑した,7.6,7,7,8,7,9
当惑する,戸惑う,8.6,8,7,10,8,10
統率した,指導した,6.8,6,6,8,7,7
討論した,検討した,5,6,6,7,0,6
突出した,露出した,4.2,6,3,5,3,4
内在している,宿している,6.2,7,5,6,6,7
内在する,感じさせる,4.6,6,2,5,4,6
匂う,出る,2,2,0,3,2,3
匂っている,漂っている,5.2,5,4,3,6,8
入った,落ちた,3,5,2,5,1,2
入手された,取らされた,4,4,4,6,2,4
忍ばせる,潜ませる,6,8,5,7,4,6
悩んだ,躊躇した,6.4,6,5,8,6,7
納まった,はまった,3.4,7,0,2,6,2
廃止した,排除した,4,4,5,3,4,4
排斥した,敬遠した,4,4,6,3,4,3
排斥した,撤退した,2.8,3,5,3,0,3
背負った,運んだ,4,5,4,2,3,6
配った,あしらった,3.8,2,10,3,0,4
配った,割当した,5.4,5,7,8,2,5
配った,配慮した,3.6,6,5,2,3,2
配る,分割する,5,6,8,3,2,6
配れば,あしらえば,3.6,2,8,3,0,5
配給しない,分配しない,7,7,8,9,4,7
配置する,扱う,2.2,3,0,2,0,6
配布する,分ける,7,7,8,7,6,7
配分した,配慮した,3.2,4,5,2,2,3
配分しない,分けない,7.2,7,8,7,7,7
配分しよう,分けよう,7.2,7,8,7,7,7
配分する,分ける,7.4,7,8,7,8,7
配慮した,分けた,2.2,2,5,2,1,1
拍子抜けした,盛り下がった,6.2,7,7,3,6,8
発展した,完成した,5.4,6,6,6,3,6
抜かす,欠かす,3.4,7,2,3,2,3
反映される,具現化する,4.2,5,2,9,3,2
秘めた,持った,5.2,6,2,6,5,7
秘めている,持っている,5.4,6,2,6,6,7
秘められた,隠した,6,8,6,5,5,6
微笑した,にっこりした,7.6,7,8,8,7,8
漂った,浮かんだ,6,7,4,6,6,7
漂った,あった,2.4,2,2,3,4,1
表す,意味する,5.6,7,2,8,5,6
表に出る,見える,6.4,6,6,8,7,5
表れた,出てきた,7,7,6,9,7,6
表れた,出現した,7.6,7,7,9,8,7
表れる,生じる,5.8,7,4,3,7,8
表れる,映る,5.4,5,5,7,4,6
表顕する,ほめたたえる,5,5,8,2,3,7
表顕する,表彰する,5,5,8,2,4,6
表現した,イメージした,5.2,5,5,6,6,4
表示した,書いた,6,6,6,5,7,6
表示しました,言いました,3.4,5,5,3,4,0
表彰した,賞した,5.6,8,6,5,7,2
表面化した,出てきた,6.6,7,6,7,7,6
付いた,納まった,2,3,2,3,2,0
付け足す,付け加える,8.6,9,8,9,8,9
富む,あふれる,7,7,7,8,7,6
富んだ,満ち溢れた,7,7,6,8,8,6
富んだ,溢れる,7.2,7,6,8,7,8
浮かんだ,出現した,6.2,6,5,7,6,7
浮遊した,動いた,3.4,4,2,3,2,6
払った,消し去った,5.6,2,6,7,5,8
分割した,配分した,6,6,8,6,6,4
分割しよう,分けよう,7.8,8,8,8,7,8
分担される,配られる,4.6,5,7,3,5,3
分配した,与えた,6.4,6,7,6,6,7
分配した,割当した,6,5,8,6,6,5
分配しない,配らない,7.2,8,8,7,7,6
粉砕する,ひく,2.6,7,0,3,3,0
聞いた,受けた,3.2,4,5,3,2,2
変わっていく,違っていく,6.4,7,6,7,5,7
捕らえられた,採られた,5.4,6,6,7,5,3
補う,付け加える,6,7,2,7,6,8
補充した,拡大した,4,5,6,5,0,4
膨脹した,拡張した,6.4,5,7,8,6,6
翻弄された,陥った,4.2,6,5,3,4,3
満ちる,漂う,2,2,2,2,4,0
満ち溢れる,富む,6.8,6,7,8,6,7
無くす,軽視する,3,4,5,2,3,1
無くす,無視する,3.8,5,6,2,3,3
無くす,取り外す,5,6,6,2,6,5
名乗った,伝えた,4.8,6,5,3,6,4
明示する,表記する,7.2,6,6,9,7,8
明白になる,反映される,4.8,5,7,5,1,6
迷った,困った,5.4,5,6,7,3,6
優先する,勝つ,2.2,4,0,2,5,0
揺らした,混乱した,2.4,3,0,2,5,2
揺れ動いた,ふわふわした,4.4,5,2,7,5,3
揺れ動いた,浮かんだ,2.8,5,2,3,4,0
揺れ動いた,浮いた,3.8,5,5,3,4,2
揺れ動く,惑う,5,6,2,3,5,9
溶ける,絶える,2.4,4,2,2,3,1
落ち込んだ,はまった,3.4,7,0,3,5,2
乱れた,廃れた,2.2,5,2,3,0,1
乱れた,壊れた,3,5,2,3,3,2
立ち向かった,チャレンジした,7.4,6,7,7,7,10
流し込む,入れる,6.2,6,5,6,6,8
流し入れた,ひいた,2.4,6,0,3,0,3
流し入れた,広げた,2,4,2,2,0,2
隆起した,盛り上がった,8,8,7,8,8,9
了承した,決意した,4.2,6,5,3,0,7
連帯する,連携する,6,6,7,7,6,4
露出した,見られた,5,6,4,3,5,7
露出する,剥き出す,6.8,7,5,8,7,7
露出する,露呈する,7,7,7,8,6,7
惑う,乱れる,5,6,5,3,3,8
罹る,なる,4.4,6,2,3,6,5
騙された,はまった,3.2,6,2,2,3,3
騙されて,陥って,5.2,6,6,3,4,7
